CATEGORIE,DATE,QUART,PDQ,X,Y,LAT,LONG,POSTAL,BOROUGH,STREET,CITY
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-01 00:00:00,soir,31,293567.354,5044204.082,45.5376615804141,-73.6438273400547,H3P2T5,H3P,Boulevard Crémazie Ouest,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-01 00:00:00,jour,15,297588.062006,5034859.21301,45.453625647504104,-73.59220731925299,QCH4G,QCH,Avenue Woodland,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-01 00:00:00,jour,35,296939.891996,5044920.081990001,45.54415061168489,-73.6006555774318,H2E 2A3,H2E,Rue Marquette,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-01 00:00:00,jour,39,294419.853,5053249.861,45.619071316094704,-73.63310380448871,H1H5M3,H1H,Boulevard Lacordaire,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-01 00:00:00,nuit,5,288453.923,5037011.002,45.4728344087984,-73.709061685946,H8T1H8,H8T,Renaud,Dorval
Vols qualifiï¿½s,2015-01-01 00:00:00,nuit,38,297967.4110079999,5042113.075990001,45.5189029563081,-73.587458155031,H2T 2T1,H2T,Rue Saint-Urbain,Montreal city
Vols qualifiï¿½s,2015-01-01 00:00:00,soir,22,300510.244995,5041841.404999999,45.516478633934796,-73.5549071438202,H2L 3K9,H2L,Rue Amherst,Montreal city
Vols qualifiï¿½s,2015-01-01 00:00:00,soir,16,299173.405992,5035151.0,45.456265856070004,-73.57194146140691,QCH4G,QCH,,Montreal city
Introduction,2015-01-02 00:00:00,nuit,3,275828.16079000005,5037882.24593,45.4802644341565,-73.8705903275406,H9H 2X2,H9H,Rue de la Caserne,Montreal city
Introduction,2015-01-02 00:00:00,soir,27,293447.303999,5044656.555009998,45.541731142109604,-73.6453749957934,H3P2T5,H3P,Rue de Beauharnois,Montreal city
Introduction,2015-01-02 00:00:00,jour,38,297673.9069900001,5042772.079990002,45.524829992571604,-73.59122462830759,H2T 1X3,H2T,Avenue De Gaspé,Montreal city
Introduction,2015-01-02 00:00:00,soir,4,278351.00999399996,5037476.359990001,45.47671228209521,-73.8382982960586,H9R5Z5,H9R,Rue Lake,Dollard-Des-Ormeaux
Introduction,2015-01-02 00:00:00,soir,15,299802.18899200007,5037283.548,45.4754603345242,-73.5639235512171,H3K 1R5,H3K,Rue Coleraine,Montreal city
Introduction,2015-01-02 00:00:00,soir,45,298976.917,5057024.928000001,45.6530933076754,-73.57471413057701,H1E 7E4,H1E,51e Avenue,Montreal city
Introduction,2015-01-02 00:00:00,nuit,26,293804.460005,5040172.047000001,45.5013835916243,-73.6407008906796,H3S 1Z8,H3S,Rue Légaré,Montreal city
Introduction,2015-01-02 00:00:00,jour,38,298918.894005,5043587.592999999,45.5321799060808,-73.5752967417145,H2J 3V7,H2J,Rue Marquette,Montreal city
Introduction,2015-01-02 00:00:00,nuit,11,0.0,0.0,1.0,1.0,,,,
Introduction,2015-01-02 00:00:00,jour,9,292800.959994,5036242.68699,45.4660089881624,-73.6534457929373,H4B2X9,H4B,Avenue Coronation,Montreal city
Introduction,2015-01-02 00:00:00,soir,35,296169.058008,5043288.253989999,45.5294577114548,-73.61049800229901,H2S 1K7,H2S,Rue Saint-Urbain,Montreal city
Introduction,2015-01-02 00:00:00,soir,44,300278.986997,5044726.10699,45.5424348287078,-73.5578937756405,H1W 2P3,H1W,Rue Moreau,Montreal city
Introduction,2015-01-02 00:00:00,jour,1,277572.807011,5033799.446000001,45.4435962780424,-73.8480481662711,H9H1E2,H9H,Rue Creswell,Beaconsfield
Introduction,2015-01-02 00:00:00,jour,27,291526.19101,5045808.299009998,45.5520609491522,-73.67000661430859,H3L 1G6,H3L,Rue Laverdure,Ahuntsic-Cartierville
Introduction,2015-01-02 00:00:00,jour,16,0.0,0.0,1.0,1.0,,,,
Introduction,2015-01-02 00:00:00,jour,27,292291.49199,5046280.53599,45.556324452436506,-73.6602170031294,H2C 1P7,H2C,Rue Saint-Hubert,Ahuntsic-Cartierville
Introduction,2015-01-02 00:00:00,soir,27,292291.49199,5046280.53599,45.556324452436506,-73.6602170031294,H2C 1P7,H2C,Rue Saint-Hubert,Ahuntsic-Cartierville
Introduction,2015-01-02 00:00:00,soir,15,299198.266008,5038672.049,45.487950117205294,-73.571663745878,H3J 1H6,H3J,Rue Chatham,Montreal city
Introduction,2015-01-02 00:00:00,soir,3,274419.087263,5035769.672890001,45.4611950263985,-73.8884833233224,H9J 3C8,H9J,Boulevard de Pierrefonds,Montreal city
Introduction,2015-01-02 00:00:00,soir,23,301921.988006,5045647.11701,45.55073113315121,-73.53685976834909,H1V 2E4,H1V,Avenue de La Salle,Montreal city
Introduction,2015-01-02 00:00:00,soir,30,297291.404995,5047237.743989999,45.5650095908117,-73.59618972411309,H2A 3L6,H2A,18e Avenue,Montreal city
Introduction,2015-01-02 00:00:00,jour,38,299456.889995,5044003.039000001,45.535922577414894,-73.56841323067529,H2H 1N4,H2H,Rue Marie-Anne Est,Montreal city
Introduction,2015-01-02 00:00:00,jour,27,293611.025,5046988.427000001,45.5627167311967,-73.6433318281451,H1Z 1A1,H1Z,Rue Antoine-Déat,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,13,295220.1880070001,5032063.00001,45.428435453010394,-73.62242698099,H8N 1P2,H8N,Rue Patrice,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,13,295301.188005,5032134.500010001,45.42907995250339,-73.621393208002,H8N 1P2,H8N,Rue Patrice,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,12,298626.151999,5039421.052000001,45.4946851497058,-73.57899229269559,H3H 1L7,H3H,Rue de la Police,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,10,292854.259,5043730.233000001,45.53338586174561,-73.6529465058488,H4N 3H5,H4N,907 Rue du Marché-Central,Montreal city
Mï¿½fait,2015-01-02 00:00:00,soir,50,300083.4050000001,5040151.2870000005,45.5012674923347,-73.5603542659313,H2Y 2E8,H2Y,McGill Street,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,3,282880.78099999996,5040187.5,45.5012649492175,-73.7804816595375,H8Y1P6,H8Y,Rue Edward Higgins,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,48,0.0,0.0,1.0,1.0,,,,
Mï¿½fait,2015-01-02 00:00:00,jour,49,304479.099996,5058378.56,45.6652978929818,-73.50411826072529,H1A 1T9,H1A,43e Avenue,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,23,301973.58500600007,5046040.964989999,45.5542753265703,-73.5362012217575,H1V 2C3,H1V,Rue la Fontaine,Montreal city
Mï¿½fait,2015-01-02 00:00:00,jour,27,292708.417991,5044273.448,45.5382713826505,-73.65482717790209,H2N 2A2,H2N,Avenue du Parc,Montreal city
Mï¿½fait,2015-01-02 00:00:00,soir,21,300560.116992,5041490.577989999,45.5133220546224,-73.55426576833429,H2L 3Y3,H2L,Avenue Viger Est,Montreal city
Mï¿½fait,2015-01-02 00:00:00,soir,21,300560.116992,5041490.577989999,45.5133220546224,-73.55426576833429,H2L 3Y3,H2L,Avenue Viger Est,Montreal city
Mï¿½fait,2015-01-02 00:00:00,nuit,55,285459.66300000006,5035175.298,45.4562394884345,-73.74728486078209,H4Y 1H1,H4Y,Boulevard Roméo-Vachon Nord,Dorval
Mï¿½fait,2015-01-02 00:00:00,jour,13,296839.56299599994,5031734.99999,45.42550423925779,-73.60172661310229,H8P 3K2,H8P,Rue Thelma,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,15,298167.0730049999,5037280.547009999,45.4754197121865,-73.584837130523,H4C 1R4,H4C,Rue Tourville,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,45,302094.296021,5059361.08214,45.674133586552,-73.53472903610779,,,,
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,45,298099.336993,5056021.599999999,45.6440572531399,-73.5859602586531,H1J2X9,H1J,Boulevard Perras,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,31,295411.198,5045022.069999998,45.54504940837379,-73.62023376134499,H2R 1J1,H2R,Rue Villeray,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,38,299465.7120019999,5041693.577,45.515141209256804,-73.5682751300206,H2X 3C7,H2X,Avenue Laval,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,11,295150.97700499994,5036309.92699,45.466650462106294,-73.62339476889359,H4B1H3,H4B,Sherbrooke Street West,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,23,301612.252991,5046401.58301,45.55751873125261,-73.54083157480329,H1V 3T7,H1V,Rue Sicard,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,11,295150.97700499994,5036309.92699,45.466650462106294,-73.62339476889359,H4B1H3,H4B,Sherbrooke Street West,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,26,295191.00300000014,5037861.239000001,45.480610426823795,-73.62291324622281,H3X 1Z3,H3X,Chemin de la Côte-Saint-Luc,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,nuit,11,0.0,0.0,1.0,1.0,,,,
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,21,300079.236,5040365.5649999995,45.5031956289764,-73.5604096751098,H2Z 2A3,H2Z,Rue De Bleury,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,44,300541.499,5046798.936,45.561088521893396,-73.55455022404351,H1N 1B2,H1N,4581 Rue Sherbrooke Est,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,48,301709.8849999999,5049888.051999999,45.588891524962705,-73.53960305920259,H1N 1E7,H1N,Rue des Groseilliers,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,15,299503.661996,5038942.052,45.4903821088566,-73.5677596893432,H3C 1L1,H3C,Rue Paxton,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,42,298072.688,5048089.5,45.57268194957771,-73.58619274156591,H1S 1K1,H1S,Rue de Buies,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,44,299633.889006,5048579.066,45.577100557430605,-73.5661952635032,H1S1M8,H1S,Rue Éphrem Longpré,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,39,293163.775996,5049268.432999999,45.5832255521554,-73.6491153951196,H2E2Z4,H2E,Boulevard Saint-Michel,Montreal city
Vol dans / sur vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,15,299164.669008,5038806.669989999,45.4891612264635,-73.5720951018965,H3J 2W1,H3J,Rue Saint-Jacques,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,27,294902.391991,5045810.06301,45.5521329904916,-73.62676549429742,H2P 2X2,H2P,Boulevard Crémazie Est,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,nuit,26,293797.766993,5038491.534,45.4862615282994,-73.6407488615547,H3W 3E1,H3W,McLynn Avenue,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,5,282081.155999,5034503.0,45.4500882030499,-73.79045075866641,H9R5Z5,H9R,Prince Edward,Pointe-Claire
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,nuit,45,0.0,0.0,1.0,1.0,,,,
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,soir,49,306034.894995,5061996.63099,45.6978528042853,-73.4841428175986,H1A 1Z5,H1A,94e Avenue,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,45,297680.609,5055304.962010001,45.637604632478705,-73.5913214776789,H1J2X9,H1J,1218 Rue Duberger,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,7,288836.977,5039722.907,45.4972460801594,-73.7042507326908,H4R1T4,H4R,3105 Boulevard de la Côte-Vertu Ouest,Montreal city
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,27,293516.180994,5048275.981989999,45.5743010038482,-73.6445765046593,H2B 1K3,H2B,Rue d'Iberville,Ahuntsic-Cartierville
Vol de vï¿½hicule ï¿½ moteur,2015-01-02 00:00:00,jour,35,296814.79899200005,5044131.582,45.5370539849639,-73.6022446395656,H2S 1S7,H2S,Rue Beaubien Est,Montreal city
Vols qualifiï¿½s,2015-01-02 00:00:00,soir,27,292317.138996,5045241.256010001,45.5469731405976,-73.6598619865601,H3P2T5,H3P,Rue Sauvé Est,Ahuntsic-Cartierville
Vols qualifiï¿½s,2015-01-02 00:00:00,soir,9,292055.1829939999,5035540.9200100005,45.4596809582301,-73.6629646857648,H4W 2L6,H4W,Westminster Avenue,Côte Saint-Luc
Vols qualifiï¿½s,2015-01-02 00:00:00,jour,20,298936.746002,5039776.556,45.497886807579995,-73.5750225989506,H3H 1L7,H3H,Rue Sainte-Catherine Ouest,Montreal city
Introduction,2015-01-03 00:00:00,nuit,13,296176.720995,5034170.925,45.447416098867905,-73.610239743791,H8N 1X7,H8N,Boulevard Newman,Montreal city
Introduction,2015-01-03 00:00:00,soir,20,298697.560009,5039722.85,45.497401486909396,-73.5780824053483,H3A 1N6,H3A,Boulevard De Maisonneuve Ouest,Montreal city
Introduction,2015-01-03 00:00:00,jour,26,294529.099992,5037910.502,45.4810442928961,-73.631380970674,H3X 1V4,H3X,Clanranald Avenue,Montreal city
Introduction,2015-01-03 00:00:00,soir,15,299752.78799299995,5037323.048,45.4758154186267,-73.56455581073041,H3K 1R5,H3K,Rue Ryde,Montreal city
Introduction,2015-01-03 00:00:00,soir,38,298295.493996,5043789.091000001,45.5339875204965,-73.58328089983499,H2J 1H4,H2J,Avenue Laurier Est,Montreal city
Introduction,2015-01-03 00:00:00,jour,13,292238.750001,5032293.0,45.430457918230296,-73.6605345542708,H8R3H6,H8R,Rue Jeannette,Montreal city
Introduction,2015-01-03 00:00:00,nuit,23,301505.704998,5044656.38,45.541814280789204,-73.54218458942971,H1W 1Z1,H1W,Rue Adam,Montreal city
Introduction,2015-01-03 00:00:00,jour,31,295769.170001,5045577.779009999,45.550054600699795,-73.61565980700891,H2E 3A8,H2E,Rue Villeray,Montreal city
Introduction,2015-01-03 00:00:00,nuit,11,296291.11900700006,5037159.598,45.4743110173822,-73.60882901253309,H4A 1V2,H4A,Sherbrooke Street West,Montreal city
Introduction,2015-01-03 00:00:00,soir,31,295919.025,5044464.158000002,45.540035780565994,-73.61372037902821,H2S 1G2,H2S,Avenue De Chateaubriand,Montreal city
Introduction,2015-01-03 00:00:00,soir,3,276445.71900000004,5041654.0,45.51422900766979,-73.8629090049662,H9H1E2,H9H,Chemin Dufour,Montreal city
Introduction,2015-01-03 00:00:00,nuit,8,290515.250004,5034026.50001,45.4460237152977,-73.68261133157979,H8T1H8,H8T,Croissant Roy,Montreal city
Introduction,2015-01-03 00:00:00,jour,7,290620.839998,5041708.888009999,45.515155223886296,-73.68148331250059,H4L4V1,H4L,Boulevard de la Côte-Vertu Ouest,Montreal city
Introduction,2015-01-03 00:00:00,jour,44,299539.77700799995,5047927.08299,45.571233106098006,-73.5673941363419,H1T 2W7,H1T,39e Avenue,Montreal city
Introduction,2015-01-03 00:00:00,soir,26,294603.646001,5041112.05701,45.509854318757604,-73.630493933684,H3S 1H7,H3S,Rue Goyer,Montreal city
Introduction,2015-01-03 00:00:00,nuit,13,294807.11,5031914.938,45.4270973330061,-73.6277029706248,H8N 1T6,H8N,1500 Avenue Dollard,Montreal city
Introduction,2015-01-03 00:00:00,nuit,23,302404.528994,5046222.67899,45.5559120679365,-73.5306825058299,H1V 1Z4,H1V,Rue Théodore,Montreal city
Introduction,2015-01-03 00:00:00,jour,33,294968.614,5042710.82,45.5242458462271,-73.6258551152843,H3N 1S8,H3N,Boulevard de l’Acadie,Montreal city
Introduction,2015-01-03 00:00:00,soir,1,272572.687994,5030543.0,45.41408111519979,-73.9117505906939,,,,
Introduction,2015-01-03 00:00:00,nuit,11,295524.941,5035913.496,45.46308825520661,-73.61860492845891,H4A 2J1,H4A,Avenue Madison,Montreal city
Introduction,2015-01-03 00:00:00,soir,16,299467.125,5036717.5,45.470364289024104,-73.5682029764647,H4G 1S7,H4G,Rue Caisse,Montreal city
Introduction,2015-01-03 00:00:00,soir,8,291430.938007,5033358.999989999,45.4400353404274,-73.67088741053121,H8R3H6,H8R,8e Avenue,Montreal city
Introduction,2015-01-03 00:00:00,soir,16,298863.59400899993,5035624.999999999,45.4605285782425,-73.5759084275075,H4G1W3,H4G,Rue Rielle,Montreal city
Introduction,2015-01-03 00:00:00,nuit,20,299607.2299969999,5040686.567,45.50608078642429,-73.5664531362525,H5B 2B8,H5B,Rue Saint-Edward,Montreal city
Introduction,2015-01-03 00:00:00,nuit,30,296596.87899200007,5046402.12699,45.5574826009074,-73.6050729986792,H2A 3M4,H2A,2e Avenue,Montreal city
Introduction,2015-01-03 00:00:00,jour,30,296596.604002,5046498.165999998,45.558346788197404,-73.60507813172408,H2A 3M4,H2A,Rue L.-O. David,Montreal city
Mï¿½fait,2015-01-03 00:00:00,jour,13,295301.188005,5032134.500010001,45.42907995250339,-73.621393208002,H8N 1P2,H8N,Rue Patrice,Montreal city
Mï¿½fait,2015-01-03 00:00:00,jour,33,295050.96601,5043082.18501,45.527588683569796,-73.62480828951,H3N 1R3,H3N,Rue Greenshields,Montreal city
Mï¿½fait,2015-01-03 00:00:00,jour,38,299221.311993,5041705.576,45.5152472686756,-73.57140341218991,H2X 1B6,H2X,129 Rue Prince-Arthur Est,Montreal city
Mï¿½fait,2015-01-03 00:00:00,jour,42,296200.625004,5049743.999999999,45.58754900783,-73.6102073683561,H1R 1L4,H1R,Rue Blomidon,Montreal city
Mï¿½fait,2015-01-03 00:00:00,jour,23,301807.3850090001,5044878.157,45.543811272485506,-73.5383228290536,H1W 1R9,H1W,Rue de Chambly,Montreal city
Mï¿½fait,2015-01-03 00:00:00,jour,16,301200.0570060001,5035758.9690000005,45.46175004421271,-73.5460332248507,H3E 1C9,H3E,450 Rue Abélard,Montreal city
Mï¿½fait,2015-01-03 00:00:00,soir,39,294584.623009,5052416.99999,45.6115794841105,-73.63097353036,H1H5M3,H1H,Avenue Jules-Auclair,Montreal city
Mï¿½fait,2015-01-03 00:00:00,soir,50,300083.4050000001,5040151.2870000005,45.5012674923347,-73.5603542659313,H2Y 2E8,H2Y,McGill Street,Montreal city
